"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"MIR8069-1","Entry withdrawn","MIR8069-1","","HGNC:50262",""
"MIR8069-2","Previous symbol","MIR8069","microRNA 8069","HGNC:50836","21q11.2"
"MIRLET7DHG","Previous symbol","LINC02603","long intergenic non-protein coding RNA 2603","HGNC:37186","9q22.32"
"MKL1","Previous symbol","MRTFA","myocardin related transcription factor A","HGNC:14334","22q13.1-q13.2"
"MKL2","Previous symbol","MRTFB","myocardin related transcription factor B","HGNC:29819","16p13.12"
"MLIP-IT1","Approved symbol","MLIP-IT1","MLIP intronic transcript 1","HGNC:41461","6p12.1"
"MLK7-AS1","Previous symbol","MAP3K20-AS1","MAP3K20 antisense RNA 1","HGNC:27935","2q31.1"
"MLLT4","Previous symbol","AFDN","afadin, adherens junction formation factor","HGNC:7137","6q27"
"MLLT4-AS1","Previous symbol","AFDN-DT","AFDN divergent transcript","HGNC:21236","6q27"
"MMP24-AS1","Previous symbol","MMP24OS","MMP24 opposite strand","HGNC:44421","20q11.22"
"MPP5","Previous symbol","PALS1","protein associated with LIN7 1, MAGUK p55 family member","HGNC:18669","14q23.3"
"MPP6","Previous symbol","PALS2","protein associated with LIN7 2, MAGUK p55 family member","HGNC:18167","7p15.3"
"MPP6","Alias symbol","MPHOSPH6","M-phase phosphoprotein 6","HGNC:7214","16q23.3"
"MRE11A","Previous symbol","MRE11","MRE11 homolog, double strand break repair nuclease","HGNC:7230","11q21"
"MRPL42P5","Approved symbol","MRPL42P5","mitochondrial ribosomal protein L42 pseudogene 5","HGNC:29714","15q15.1"
"MRVI1","Previous symbol","IRAG1","inositol 1,4,5-triphosphate receptor associated 1","HGNC:7237","11p15.4"
"MRVI1-AS1","Previous symbol","IRAG1-AS1","IRAG1 antisense RNA 1","HGNC:43434","11p15.4"
"MTL5","Previous symbol","TESMIN","testis expressed metallothionein like protein","HGNC:7446","11q13.3"
"MTRNR2L1","Approved symbol","MTRNR2L1","MT-RNR2 like 1 (pseudogene)","HGNC:37155","17p11.2"
"MTRNR2L10","Approved symbol","MTRNR2L10","MT-RNR2 like 10 (pseudogene)","HGNC:37167","Xp11.21"
"MTRNR2L2","Approved symbol","MTRNR2L2","MT-RNR2 like 2 (pseudogene)","HGNC:37156","5q14.1"
"MTRNR2L3","Approved symbol","MTRNR2L3","MT-RNR2 like 3 (pseudogene)","HGNC:37157","20q13.31"
"MTRNR2L4","Approved symbol","MTRNR2L4","MT-RNR2 like 4 (pseudogene)","HGNC:37161","16p13.3"
"MTRNR2L5","Approved symbol","MTRNR2L5","MT-RNR2 like 5 (pseudogene)","HGNC:37162","10q21.1"
"MTRNR2L6","Approved symbol","MTRNR2L6","MT-RNR2 like 6 (pseudogene)","HGNC:37163","7q34"
"MTRNR2L7","Approved symbol","MTRNR2L7","MT-RNR2 like 7 (pseudogene)","HGNC:37164","10p11.21"
"MTRNR2L8","Approved symbol","MTRNR2L8","MT-RNR2 like 8 (pseudogene)","HGNC:37165","11p15.4"
"MTRNR2L9","Approved symbol","MTRNR2L9","MT-RNR2 like 9 (pseudogene)","HGNC:37166","6q11.1"
"MTSS1L","Previous symbol","MTSS2","MTSS I-BAR domain containing 2","HGNC:25094","16q22.1"
"MTVR2","Unmatched","","","",""
"MUM1","Previous symbol","PWWP3A","PWWP domain containing 3A, DNA repair factor","HGNC:29641","19p13.3"
"MUM1","Previous symbol","IRF4","interferon regulatory factor 4","HGNC:6119","6p25.3"
"MUM1L1","Previous symbol","PWWP3B","PWWP domain containing 3B","HGNC:26583","Xq22.3"
"MURC","Previous symbol","CAVIN4","caveolae associated protein 4","HGNC:33742","9q31.1"
"MUT","Previous symbol","MMUT","methylmalonyl-CoA mutase","HGNC:7526","6p12.3"
"MYEOV2","Previous symbol","COPS9","COP9 signalosome subunit 9","HGNC:21314","2q37.3"
"MYLPF","Previous symbol","MYL11","myosin light chain 11","HGNC:29824","16p11.2"
"N6AMT2","Previous symbol","EEF1AKMT1","EEF1A lysine methyltransferase 1","HGNC:27351","13q12.11"
"NACAP1","Previous symbol","NACA4P","NACA family member 4, pseudogene","HGNC:24688","8q22.3"
"NAGPA-AS1","Approved symbol","NAGPA-AS1","NAGPA antisense RNA 1","HGNC:44184","16p13.3"
"NAP1L6","Previous symbol","NAP1L6P","nucleosome assembly protein 1 like 6, pseudogene","HGNC:31706","Xq13.2"
"NARFL","Previous symbol","CIAO3","cytosolic iron-sulfur assembly component 3","HGNC:14179","16p13.3"
"NARR","Alias symbol","RAB34","RAB34, member RAS oncogene family","HGNC:16519","17q11.2"
"NARS","Previous symbol","NARS1","asparaginyl-tRNA synthetase 1","HGNC:7643","18q21.31"
"NAT6","Previous symbol","NAA80","N-alpha-acetyltransferase 80, NatH catalytic subunit","HGNC:30252","3p21.31"
"NBPF7","Previous symbol","NBPF7P","NBPF member 7, pseudogene","HGNC:31989","1p12"
"NCBP2-AS2","Previous symbol","NCBP2AS2","NCBP2 antisense 2 (head to head)","HGNC:25121","3q29"
"NCK1-AS1","Previous symbol","NCK1-DT","NCK1 divergent transcript","HGNC:49645","3q22.3"
"NCRNA00250","Entry withdrawn","NCRNA00250","","HGNC:24095",""
"NCRUPAR","Approved symbol","NCRUPAR","non-protein coding RNA, upstream of F2R/PAR1","HGNC:37153","5q13.3"
"NDNL2","Previous symbol","NSMCE3","NSE3 homolog, SMC5-SMC6 complex component","HGNC:7677","15q13.1"
"NDUFA6-AS1","Previous symbol","NDUFA6-DT","NDUFA6 divergent transcript","HGNC:45273","22q13.2"
"NGFRAP1","Previous symbol","BEX3","brain expressed X-linked 3","HGNC:13388","Xq22.2"
"NIPBL-AS1","Previous symbol","NIPBL-DT","NIPBL divergent transcript","HGNC:51293","5p13.2"
"NOTCH2NL","Previous symbol","NOTCH2NLA","notch 2 N-terminal like A","HGNC:31862","1q21.1"
"NOV","Previous symbol","CCN3","cellular communication network factor 3","HGNC:7885","8q24.12"
"NOV","Alias symbol","RPL10","ribosomal protein L10","HGNC:10298","Xq28"
"NOV","Alias symbol","PLXNA1","plexin A1","HGNC:9099","3q21.3"
"NPPA-AS1","Approved symbol","NPPA-AS1","NPPA antisense RNA 1","HGNC:37635","1p36.21"
"NRD1","Previous symbol","NRDC","nardilysin convertase","HGNC:7995","1p32.3"
"NUDT16P1","Previous symbol","NUDT16L2P","nudix hydrolase 16 like 2, pseudogene","HGNC:27189","3q22.1"
"NUDT4P1","Previous symbol","NUDT4B","nudix hydrolase 4B","HGNC:18012","1q21.2"
"NUP50-AS1","Previous symbol","NUP50-DT","NUP50 divergent transcript","HGNC:50502","22q13.31"
"NUPL1","Previous symbol","NUP58","nucleoporin 58","HGNC:20261","13q12.13"
"NUPL2","Previous symbol","NUP42","nucleoporin 42","HGNC:17010","7p15.3"
"NUPR1L","Previous symbol","NUPR2","nuclear protein 2, transcriptional regulator","HGNC:44164","7p11.2"
"OBFC1","Previous symbol","STN1","STN1 subunit of CST complex","HGNC:26200","10q24.33"
"OCLM","Entry withdrawn","OCLM","","HGNC:8103",""
"ODF3","Previous symbol","CIMAP1A","ciliary microtubule associated protein 1A","HGNC:19905","11p15.5"
"ODF3B","Previous symbol","CIMAP1B","ciliary microtubule associated protein 1B","HGNC:34388","22q13.33"
"ODF3L1","Previous symbol","CIMAP1C","ciliary microtubule associated protein 1C","HGNC:28735","15q24.2"
"ODF3L2","Previous symbol","CIMAP1D","CIMAP1 family member D","HGNC:26841","19p13.3"
"OR2W5","Previous symbol","OR2W5P","olfactory receptor family 2 subfamily W member 5 pseudogene","HGNC:15424","1q44"
"OR5R1","Previous symbol","OR8U3","olfactory receptor family 8 subfamily U member 3","HGNC:14841","11q12.1"
"OR8G2","Previous symbol","OR8G2P","olfactory receptor family 8 subfamily G member 2 pseudogene","HGNC:8485","11q24.2"
"ORAOV1","Previous symbol","LTO1","LTO1 maturation factor of ABCE1","HGNC:17589","11q13.2"
"OSER1-AS1","Previous symbol","OSER1-DT","OSER1 divergent transcript","HGNC:48585","20q13.12"
"OSMR-AS1","Previous symbol","OSMR-DT","OSMR divergent transcript","HGNC:50296","5p13.1"
"PAK7","Previous symbol","PAK5","p21 (RAC1) activated kinase 5","HGNC:15916","20p12.2"
"PALM2","Approved symbol","PALM2","paralemmin 2","HGNC:15845","9q31.3"
"PALM2-AKAP2","Previous symbol","PALM2AKAP2","PALM2 and AKAP2 fusion","HGNC:33529","9q31.3"
"PAPD4","Previous symbol","TENT2","terminal nucleotidyltransferase 2","HGNC:26776","5q14.1"
"PAPD5","Previous symbol","TENT4B","terminal nucleotidyltransferase 4B","HGNC:30758","16q12.1"
"PAPD7","Previous symbol","TENT4A","terminal nucleotidyltransferase 4A","HGNC:16705","5p15.31"
"PAPL","Alias symbol","ACP7","acid phosphatase 7, tartrate resistant (putative)","HGNC:33781","19q13.2"
"PARD3-AS1","Previous symbol","PARD3-DT","PARD3 divergent transcript","HGNC:44964","10p11.21"
"PARK2","Previous symbol","PRKN","parkin RBR E3 ubiquitin protein ligase","HGNC:8607","6q26"
"PAXIP1-AS1","Previous symbol","PAXIP1-DT","PAXIP1 divergent transcript","HGNC:27328","7q36.2"
"PCAT2","Approved symbol","PCAT2","prostate cancer associated transcript 2","HGNC:45089","8q24.21"
"PCAT29","Approved symbol","PCAT29","prostate cancer associated transcript 29","HGNC:50895","15q23"
"PCNA-AS1","Approved symbol","PCNA-AS1","PCNA antisense RNA 1","HGNC:37184","20p12.3"
"PCNX","Previous symbol","PCNX1","pecanex 1","HGNC:19740","14q24.2"
"PCNXL2","Previous symbol","PCNX2","pecanex 2","HGNC:8736","1q42.2"
"PCNXL3","Previous symbol","PCNX3","pecanex 3","HGNC:18760","11q13.1"
"PCNXL4","Previous symbol","PCNX4","pecanex 4","HGNC:20349","14q23.1"
"PDDC1","Previous symbol","GATD1","glutamine amidotransferase class 1 domain containing 1","HGNC:26616","11p15.5"
"PDX1-AS1","Previous symbol","PLUT","PDX1 associated lncRNA, upregulator of transcription","HGNC:43698","13q12.2"
"PDZD3","Previous symbol","NHERF4","NHERF family PDZ scaffold protein 4","HGNC:19891","11q23.3"
"PEG3-AS1","Approved symbol","PEG3-AS1","PEG3 antisense RNA 1","HGNC:35127","19q13.43"
"PER4","Alias symbol","PER3P1","PER3 pseudogene 1","HGNC:54525","7p21.3"
"PGBD3","Approved symbol","PGBD3","piggyBac transposable element derived 3","HGNC:19400","10q11"
"PGCP1","Previous symbol","PGBP","pepsinogen B, pseudogene","HGNC:39503","1p13.2"
"PHB","Previous symbol","PHB1","prohibitin 1","HGNC:8912","17q21.33"
"PHOSPHO2-KLHL23","Unmatched","","","",""
"PIFO","Previous symbol","CIMAP3","ciliary microtubule associated protein 3","HGNC:27009","1p13.2"
"PIH1D3","Previous symbol","DNAAF6","dynein axonemal assembly factor 6","HGNC:28570","Xq22.3"
"PIK3IP1-AS1","Previous symbol","PIK3IP1-DT","PIK3IP1 divergent transcript","HGNC:41072","22q12.2"
"PIR-FIGF","Unmatched","","","",""
"PKI55","Unmatched","","","",""
"PLA2G16","Previous symbol","PLAAT3","phospholipase A and acyltransferase 3","HGNC:17825","11q12.3-q13.1"
"PLEKHM1P","Previous symbol","PLEKHM1P1","pleckstrin homology and RUN domain containing M1 pseudogene 1","HGNC:35411","17q24.1"
"PNMAL1","Previous symbol","PNMA8A","PNMA family member 8A","HGNC:25578","19q13.32"
"PNMAL2","Previous symbol","PNMA8B","PNMA family member 8B","HGNC:29206","19q13.32"
"PP12613","Unmatched","","","",""
"PP14571","Unmatched","","","",""
"PP7080","Alias symbol","SLC9A3-OT1","SLC9A3 3' UTR overlapping transcript 1","HGNC:24524","5p15.33"
"PPAP2A","Previous symbol","PLPP1","phospholipid phosphatase 1","HGNC:9228","5q11.2"
"PPAP2B","Previous symbol","PLPP3","phospholipid phosphatase 3","HGNC:9229","1p32.2"
"PPAP2C","Previous symbol","PLPP2","phospholipid phosphatase 2","HGNC:9230","19p13.3"
"PPAPDC1A","Previous symbol","PLPP4","phospholipid phosphatase 4","HGNC:23531","10q26.12"
"PPAPDC1B","Previous symbol","PLPP5","phospholipid phosphatase 5","HGNC:25026","8p11.23"
"PPAPDC2","Previous symbol","PLPP6","phospholipid phosphatase 6","HGNC:23682","9p24.1"
"PPAPDC3","Previous symbol","PLPP7","phospholipid phosphatase 7 (inactive)","HGNC:28174","9q34.13"
"PPP1R2P3","Previous symbol","PPP1R2B","PPP1R2 family member B","HGNC:16318","5q33.3"
"PPP1R2P9","Previous symbol","PPP1R2C","PPP1R2C family member C","HGNC:16324","Xp11.3"
"PPP1R32","Previous symbol","SAXO4","stabilizer of axonemal microtubules 4","HGNC:28869","11q12.2"
"PPP2R4","Previous symbol","PTPA","protein phosphatase 2 phosphatase activator","HGNC:9308","9q34.11"
"PPP4R3CP","Previous symbol","PPP4R3C","protein phosphatase 4 regulatory subunit 3C","HGNC:33146","Xp21.3"
"PPP5D1","Previous symbol","PPP5D1P","PPP5 tetratricopeptide repeat domain containing 1, pseudogene","HGNC:44209","19q13.32"
"PQLC1","Previous symbol","SLC66A2","solute carrier family 66 member 2","HGNC:26188","18q23"
"PQLC2","Previous symbol","SLC66A1","solute carrier family 66 member 1","HGNC:26001","1p36.13"
"PQLC2L","Previous symbol","SLC66A1LP","solute carrier family 66 member 1 like, pseudogene","HGNC:25146","3q25.32"
"PQLC3","Previous symbol","SLC66A3","solute carrier family 66 member 3","HGNC:28503","2p25.1"
"PRAMEF16","Entry withdrawn","PRAMEF16","","HGNC:25767",""
"PRCAT47","Alias symbol","ARLNC1","androgen receptor regulated long noncoding RNA 1","HGNC:53032","16q23.2"
"PRG1","Alias symbol","IER3","immediate early response 3","HGNC:5392","6p21.33"
"PRG1","Previous symbol","SRGN","serglycin","HGNC:9361","10q22.1"
"PRH1-PRR4","Unmatched","","","",""
"PRKCDBP","Previous symbol","CAVIN3","caveolae associated protein 3","HGNC:9400","11p15.4"
"PRKRIR","Previous symbol","THAP12","THAP domain containing 12","HGNC:9440","11q13.5"
"PRO1804","Unmatched","","","",""
"PROL1","Previous symbol","OPRPN","opiorphin prepropeptide","HGNC:17279","4q13.3"
"PROSC","Previous symbol","PLPBP","pyridoxal phosphate binding protein","HGNC:9457","8p11.23"
"PRR21","Approved symbol","PRR21","proline rich 21","HGNC:33866","2q37.3"
"PRR25","Approved symbol","PRR25","proline rich 25","HGNC:37230","16p13.3"
"PRR26","Previous symbol","DIP2C-AS1","DIP2C antisense RNA 1","HGNC:30724","10p15.3"
"PRSS42","Previous symbol","PRSS42P","serine protease 42, pseudogene","HGNC:30716","3p21.31"
"PRSS45","Previous symbol","PRSS45P","serine protease 45, pseudogene","HGNC:30717","3p21.31"
"PRSS46","Previous symbol","PRSS46P","serine protease 46, pseudogene","HGNC:37325","3p21.31"
"PRUNE","Previous symbol","PRUNE1","prune exopolyphosphatase 1","HGNC:13420","1q21.3"
"PSMD5-AS1","Previous symbol","CUTALP","cutA divalent cation tolerance like, pseudogene","HGNC:27367","9q33.2"
"PTCHD2","Previous symbol","DISP3","dispatched RND transporter family member 3","HGNC:29251","1p36.22"
"PTGER4P2-CDK2AP2P2","Approved symbol","PTGER4P2-CDK2AP2P2","PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene","HGNC:44749","9q13"
"PTGES2-AS1","Approved symbol","PTGES2-AS1","PTGES2 antisense RNA 1 (head to head)","HGNC:48711","9q34.11"
"PTPRD-AS2","Previous symbol","PTPRD-DT","PTPRD divergent transcript","HGNC:49754","9p23"
"PTRF","Previous symbol","CAVIN1","caveolae associated protein 1","HGNC:9688","17q21.2"
"PVRL1","Previous symbol","NECTIN1","nectin cell adhesion molecule 1","HGNC:9706","11q23.3"
"PVRL2","Previous symbol","NECTIN2","nectin cell adhesion molecule 2","HGNC:9707","19q13.32"
"PVRL3","Previous symbol","NECTIN3","nectin cell adhesion molecule 3","HGNC:17664","3q13.13"
"PVRL3-AS1","Previous symbol","NECTIN3-AS1","NECTIN3 antisense RNA 1","HGNC:40813","3q13.13"
"PVRL4","Previous symbol","NECTIN4","nectin cell adhesion molecule 4","HGNC:19688","1q23.3"
"PWAR4","Approved symbol","PWAR4","Prader Willi/Angelman region RNA 4","HGNC:29998","15q11.2"
"PWARSN","Approved symbol","PWARSN","Prader Willi/Angelman region RNA, SNRPN neighbor","HGNC:30001","15q11.2"
"PWRN3","Approved symbol","PWRN3","Prader-Willi region non-protein coding RNA 3","HGNC:49131","15q11.2"
"PYCRL","Previous symbol","PYCR3","pyrroline-5-carboxylate reductase 3","HGNC:25846","8q24.3"
"QARS","Previous symbol","EPRS1","glutamyl-prolyl-tRNA synthetase 1","HGNC:3418","1q41"
"QARS","Previous symbol","QARS1","glutaminyl-tRNA synthetase 1","HGNC:9751","3p21.31"
"QTRTD1","Previous symbol","QTRT2","queuine tRNA-ribosyltransferase accessory subunit 2","HGNC:25771","3q13.31"
"RAB30-AS1","Previous symbol","RAB30-DT","RAB30 divergent transcript","HGNC:48672","11q14.1"
"RACGAP1P","Previous symbol","RACGAP1P1","Rac GTPase activating protein 1 pseudogene 1","HGNC:24689","12q12"
"RAD51L3-RFFL","Unmatched","","","",""
"RALGAPA1P","Previous symbol","RALGAPA1P1","RALGAPA1 pseudogene 1","HGNC:23203","9q31.2"
"RARRES3","Previous symbol","PLAAT4","phospholipase A and acyltransferase 4","HGNC:9869","11q12.3"
"RARS","Previous symbol","RARS1","arginyl-tRNA synthetase 1","HGNC:9870","5q34"
"REG1P","Previous symbol","REG1CP","regenerating family member 1 gamma, pseudogene","HGNC:9953","2p12"
"REREP3","Approved symbol","REREP3","arginine-glutamic acid dipeptide repeats pseudogene 3","HGNC:38797","15q11.2"
"RFWD2","Previous symbol","COP1","COP1 E3 ubiquitin ligase","HGNC:17440","1q25.1-q25.2"
"RFX3-AS1","Previous symbol","RFX3-DT","RFX3 divergent transcript","HGNC:51197","9p24.2"
"RGAG1","Previous symbol","RTL9","retrotransposon Gag like 9","HGNC:29245","Xq23"
"RGAG4","Previous symbol","RTL5","retrotransposon Gag like 5","HGNC:29430","Xq13.1"
"RLTPR","Previous symbol","CARMIL2","capping protein regulator and myosin 1 linker 2","HGNC:27089","16q22.1"
"RNA18S5","Approved symbol","RNA18S5","RNA, 18S ribosomal 5","HGNC:37657","22p12 not on reference assembly"
"RNA28S5","Approved symbol","RNA28S5","RNA, 28S ribosomal 5","HGNC:37659","22p12 not on reference assembly"
"RNA45S5","Approved symbol","RNA45S5","RNA, 45S pre-ribosomal 5","HGNC:44273","22p12 not on reference assembly"
"RNA5-8S5","Approved symbol","RNA5-8S5","RNA, 5.8S ribosomal 5","HGNC:37660","22p12 not on reference assembly"
"RNASEH1-AS1","Previous symbol","RNASEH1-DT","RNASEH1 divergent transcript","HGNC:49289","2p25.3"
"RNF139-AS1","Previous symbol","RNF139-DT","RNF139 divergent transcript","HGNC:48940","8q24.13"
"RNF144A-AS1","Previous symbol","GRASLND","glycosaminoglycan regulatory associated long non-coding RNA","HGNC:30963","2p25.1"
"RNF165","Previous symbol","ARK2C","arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C","HGNC:31696","18q21.1"
"RNF219","Previous symbol","OBI1","ORC ubiquitin ligase 1","HGNC:20308","13q31.1"
"RNF219-AS1","Previous symbol","OBI1-AS1","OBI1 antisense RNA 1","HGNC:42700","13q22.3-q31.1"
"RNMTL1","Previous symbol","MRM3","mitochondrial rRNA methyltransferase 3","HGNC:18485","17p13.3"
"RNU1-13P","Previous symbol","RNVU1-2","RNA, variant U1 small nuclear 2","HGNC:48308","1q21.1"
"RNU6-52P","Approved symbol","RNU6-52P","RNA, U6 small nuclear 52, pseudogene","HGNC:42542","13q12.11"
"RNU6-69P","Approved symbol","RNU6-69P","RNA, U6 small nuclear 69, pseudogene","HGNC:42559","13q14.12"
"RNU86","Entry withdrawn","RNU86","","HGNC:17130",""
"RNVU1-20","Approved symbol","RNVU1-20","RNA, variant U1 small nuclear 20","HGNC:48325","1q21.2 not on reference assembly"
"RNY5","Approved symbol","RNY5","RNA, Ro60-associated Y5","HGNC:10248","7q36.1"
"RP11-87M18.2","Unmatched","","","",""
"RPARP-AS1","Previous symbol","C10orf95-AS1","C10orf95 antisense RNA 1","HGNC:45238","10q24.32"
"RPL19P12","Approved symbol","RPL19P12","ribosomal protein L19 pseudogene 12","HGNC:36047","7q22.1"
"RPL34-AS1","Previous symbol","RPL34-DT","RPL34 divergent transcript","HGNC:26749","4q25"
"RPS14P3","Approved symbol","RPS14P3","ribosomal protein S14 pseudogene 3","HGNC:35797","1p36.13"
"RPSAP58","Previous symbol","RPSA2","ribosomal protein SA 2","HGNC:36809","19p12"
"RQCD1","Previous symbol","CNOT9","CCR4-NOT transcription complex subunit 9","HGNC:10445","2q35"
"RRNAD1","Previous symbol","METTL25B","methyltransferase like 25B","HGNC:24273","1q23.1"
"RRS1-AS1","Previous symbol","RRS1-DT","RRS1 divergent transcript","HGNC:50465","8q13.1"
"RSG1","Previous symbol","CPLANE2","ciliogenesis and planar polarity effector complex subunit 2","HGNC:28127","1p36.13"
"RTFDC1","Previous symbol","RTF2","replication termination factor 2","HGNC:15890","20q13.31"
"RUNX1-IT1","Approved symbol","RUNX1-IT1","RUNX1 intronic transcript 1","HGNC:16623","21q22.12"
"SARS","Alias symbol","SARS2","seryl-tRNA synthetase 2, mitochondrial","HGNC:17697","19q13.2"
"SARS","Previous symbol","SARS1","seryl-tRNA synthetase 1","HGNC:10537","1p13.3"
"SCARNA27","Approved symbol","SCARNA27","small Cajal body-specific RNA 27","HGNC:33614","6p24.3"
"SCARNA9L","Approved symbol","SCARNA9L","small Cajal body-specific RNA 9 like","HGNC:33559","Xp22.12"
"SDCCAG3","Previous symbol","ENTR1","endosome associated trafficking regulator 1","HGNC:10667","9q34.3"
"SDPR","Previous symbol","CAVIN2","caveolae associated protein 2","HGNC:10690","2q32.3"
"SELK","Alias symbol","SELENOK","selenoprotein K","HGNC:30394","3p21.1"
"SELM","Alias symbol","SELENOM","selenoprotein M","HGNC:30397","22q12.2"
"SELO","Alias symbol","SELENOO","selenoprotein O","HGNC:30395","22q13.33"
"SELT","Alias symbol","SELENOT","selenoprotein T","HGNC:18136","3q25.1"
"SELV","Alias symbol","SELENOV","selenoprotein V","HGNC:30399","19q13.2"
"SEP15","Alias symbol","SELENOF","selenoprotein F","HGNC:17705","1p22.3"
"SEPN1","Previous symbol","SELENON","selenoprotein N","HGNC:15999","1p36.11"
"SEPP1","Previous symbol","SELENOP","selenoprotein P","HGNC:10751","5p12"
"SEPT1","Previous symbol","SEPTIN1","septin 1","HGNC:2879","16p11.2"
"SEPT10","Previous symbol","SEPTIN10","septin 10","HGNC:14349","2q13"
"SEPT11","Previous symbol","SEPTIN11","septin 11","HGNC:25589","4q21.1"
"SEPT12","Previous symbol","SEPTIN12","septin 12","HGNC:26348","16p13.3"
"SEPT14","Previous symbol","SEPTIN14","septin 14","HGNC:33280","7p11.2"
"SEPT2","Previous symbol","SEPTIN2","septin 2","HGNC:7729","2q37.3"
"SEPT2","Alias symbol","SEPTIN6","septin 6","HGNC:15848","Xq24"
"SEPT3","Previous symbol","SEPTIN3","septin 3","HGNC:10750","22q13.2"
"SEPT4","Previous symbol","SEPTIN4","septin 4","HGNC:9165","17q22"
"SEPT4-AS1","Previous symbol","SEPTIN4-AS1","SEPTIN4 antisense RNA 1","HGNC:51345","17q22"
"SEPT5","Previous symbol","SEPTIN5","septin 5","HGNC:9164","22q11.21"
"SEPT5-GP1BB","Unmatched","","","",""
"SEPT6","Previous symbol","SEPTIN6","septin 6","HGNC:15848","Xq24"
"SEPT7","Previous symbol","SEPTIN7","septin 7","HGNC:1717","7p14.2"
"SEPT7-AS1","Previous symbol","SEPTIN7-DT","SEPTIN7 divergent transcript","HGNC:51153","7p14.2"
"SEPT7P2","Previous symbol","SEPTIN7P2","septin 7 pseudogene 2","HGNC:32339","7p12.3"
"SEPT7P9","Previous symbol","SEPTIN7P9","septin 7 pseudogene 9","HGNC:30810","10p11.1"
"SEPT8","Previous symbol","SEPTIN8","septin 8","HGNC:16511","5q31.1"
"SEPT9","Previous symbol","SEPTIN9","septin 9","HGNC:7323","17q25.3"
"SEPW1","Previous symbol","SELENOW","selenoprotein W","HGNC:10752","19q13.33"
"SERF2-C15ORF63","Unmatched","","","",""
"SETD8","Previous symbol","KMT5A","lysine methyltransferase 5A","HGNC:29489","12q24.31"
"SGK223","Alias symbol","PRAG1","PEAK1 related, kinase-activating pseudokinase 1","HGNC:25438","8p23.1"
"SGK494","Alias symbol","RSKR","ribosomal protein S6 kinase related","HGNC:26314","17q11.2"
"SGOL1","Previous symbol","SGO1","shugoshin 1","HGNC:25088","3p24.3"
"SGOL1-AS1","Previous symbol","SGO1-AS1","SGO1 antisense RNA 1","HGNC:41081","3p24.3"
"SGOL2","Previous symbol","SGO2","shugoshin 2","HGNC:30812","2q33.1"
"SHFM1","Previous symbol","SEM1","SEM1 26S proteasome subunit","HGNC:10845","7q21.3"
"SKINTL","Previous symbol","SKINT1L","Skint1 like (pseudogene)","HGNC:33993","1p33"
"SKIV2L","Previous symbol","SKIC2","SKI2 subunit of superkiller complex","HGNC:10898","6p21.33"
"SKIV2L2","Previous symbol","MTREX","Mtr4 exosome RNA helicase","HGNC:18734","5q11.2"
"SLC22A20","Previous symbol","SLC22A20P","solute carrier family 22 member 20, pseudogene","HGNC:29867","11q13.1"
"SLC26A10","Previous symbol","SLC26A10P","solute carrier family 26 member 10, pseudogene","HGNC:14470","12q13.3"
"SLC2A1-AS1","Previous symbol","SLC2A1-DT","SLC2A1 divergent transcript","HGNC:44187","1p34.2"
"SLC35E2","Previous symbol","SLC35E2A","solute carrier family 35 member E2A (pseudogene)","HGNC:20863","1p36.33"
"SLC9A3R1","Previous symbol","NHERF1","NHERF family PDZ scaffold protein 1","HGNC:11075","17q25.1"
"SLC9A3R2","Previous symbol","NHERF2","NHERF family PDZ scaffold protein 2","HGNC:11076","16p13.3"
"SLED1","Unmatched","","","",""
"SLMO1","Previous symbol","PRELID3A","PRELI domain containing 3A","HGNC:24639","18p11.21"
"SLMO2","Previous symbol","PRELID3B","PRELI domain containing 3B","HGNC:15892","20q13.32"
"SLMO2-ATP5E","Unmatched","","","",""
"SMA4","Alias symbol","GUSBP14","GUSB pseudogene 14","HGNC:54496","5q13.2"
"SMA5","Alias symbol","GUSBP15","GUSB pseudogene 15","HGNC:54497","5q13.2"
"SMC2-AS1","Previous symbol","SMC2-DT","SMC2 divergent transcript","HGNC:50827","9q31.1"
"SMC5-AS1","Previous symbol","SMC5-DT","SMC5 divergent transcript","HGNC:48718","9q21.12"
"SMIM4","Previous symbol","UQCC5","ubiquinol-cytochrome c reductase complex assembly factor 5","HGNC:37257","3p21.1"
"SNAR-A1","Approved symbol","SNAR-A1","small NF90 (ILF3) associated RNA A1","HGNC:34304","19q13.33"
"SNAR-A10","Approved symbol","SNAR-A10","small NF90 (ILF3) associated RNA A10","HGNC:34313","19q13.33"
"SNAR-A11","Approved symbol","SNAR-A11","small NF90 (ILF3) associated RNA A11","HGNC:34314","19q13.33"
"SNAR-A12","Approved symbol","SNAR-A12","small NF90 (ILF3) associated RNA A12","HGNC:34315","19q13.33"
"SNAR-A13","Approved symbol","SNAR-A13","small NF90 (ILF3) associated RNA A13","HGNC:34316","19q13.33"
"SNAR-A14","Approved symbol","SNAR-A14","small NF90 (ILF3) associated RNA A14","HGNC:34338","19q13.33"
"SNAR-A2","Approved symbol","SNAR-A2","small NF90 (ILF3) associated RNA A2","HGNC:34305","19q13.33"
"SNAR-A3","Approved symbol","SNAR-A3","small NF90 (ILF3) associated RNA A3","HGNC:34306","19q13.33"
